utc,local,subdir,bytes,files,bytes_delta,files_delta,mb_per_s,files_per_s
2026-09-04T03:12:58Z,2026-09-03T20:12:58,data,303249457,5717,524717,43,0.008,0.72
2026-09-04T03:12:58Z,2026-09-03T20:12:58,.,718891984,11019,532909,43,0.008,0.72
2026-09-04T03:14:01Z,2026-09-03T20:14:01,src,415620398,5294,0,0,0,0
2026-09-04T03:14:01Z,2026-09-03T20:14:01,data,303873304,5766,623847,49,0.01,0.82
2026-09-04T03:14:01Z,2026-09-03T20:14:01,.,719515831,11068,623847,49,0.01,0.82
2026-09-04T03:15:04Z,2026-09-03T20:15:04,src,415620398,5294,0,0,0,0
2026-09-04T03:15:04Z,2026-09-03T20:15:04,data,304407182,5782,533878,16,0.008,0.27
2026-09-04T03:15:04Z,2026-09-03T20:15:04,.,720049709,11084,533878,16,0.008,0.27
2026-09-04T03:16:07Z,2026-09-03T20:16:07,src,415620398,5294,0,0,0,0
2026-09-04T03:16:07Z,2026-09-03T20:16:07,data,304914195,5818,507013,36,0.008,0.6
2026-09-04T03:16:07Z,2026-09-03T20:16:07,.,720548530,11120,498821,36,0.008,0.6
2026-09-04T03:17:09Z,2026-09-03T20:17:09,src,415620398,5294,0,0,0,0
2026-09-04T03:17:09Z,2026-09-03T20:17:09,data,305481582,5837,567387,19,0.009,0.32
2026-09-04T03:17:09Z,2026-09-03T20:17:09,.,721120013,11139,571483,19,0.009,0.32
2026-09-04T03:18:12Z,2026-09-03T20:18:12,src,415620398,5294,0,0,0,0
2026-09-04T03:18:12Z,2026-09-03T20:18:12,data,305969240,5858,487658,21,0.008,0.35
2026-09-04T03:18:12Z,2026-09-03T20:18:12,.,721607671,11160,487658,21,0.008,0.35
2026-09-04T03:19:15Z,2026-09-03T20:19:15,src,415620398,5294,0,0,0,0
2026-09-04T03:19:15Z,2026-09-03T20:19:15,data,306543967,5889,574727,31,0.009,0.52
2026-09-04T03:19:15Z,2026-09-03T20:19:15,.,722181878,11195,574207,35,0.009,0.58
2026-09-04T03:20:18Z,2026-09-03T20:20:18,src,415620398,5294,0,0,0,0
2026-09-04T03:20:18Z,2026-09-03T20:20:18,data,307060738,5903,516771,14,0.008,0.23
2026-09-04T03:20:18Z,2026-09-03T20:20:18,.,722703265,11205,521387,10,0.008,0.17
2026-09-04T03:21:20Z,2026-09-03T20:21:20,src,415620398,5294,0,0,0,0
2026-09-04T03:21:20Z,2026-09-03T20:21:20,data,307530893,5910,470155,7,0.007,0.12
2026-09-04T03:21:20Z,2026-09-03T20:21:20,.,723169324,11212,466059,7,0.007,0.12
2026-09-04T03:22:23Z,2026-09-03T20:22:23,src,415620398,5294,0,0,0,0
2026-09-04T03:22:23Z,2026-09-03T20:22:23,data,308061088,5915,530195,5,0.008,0.08
2026-09-04T03:22:23Z,2026-09-03T20:22:23,.,723701128,11217,531804,5,0.008,0.08
2026-09-04T03:23:26Z,2026-09-03T20:23:26,src,415620398,5294,0,0,0,0
2026-09-04T03:23:26Z,2026-09-03T20:23:26,data,308592599,5943,531511,28,0.008,0.47
2026-09-04T03:23:26Z,2026-09-03T20:23:26,.,724231030,11245,529902,28,0.008,0.47
2026-09-04T03:24:29Z,2026-09-03T20:24:29,src,415620398,5294,0,0,0,0
2026-09-04T03:24:29Z,2026-09-03T20:24:29,data,309075083,5957,482484,14,0.008,0.23
2026-09-04T03:24:29Z,2026-09-03T20:24:29,.,724715917,11259,484887,14,0.008,0.23
2026-09-04T03:25:31Z,2026-09-03T20:25:31,src,415620398,5294,0,0,0,0
2026-09-04T03:25:31Z,2026-09-03T20:25:31,data,309550126,5972,475043,15,0.008,0.25
2026-09-04T03:25:31Z,2026-09-03T20:25:31,.,725195627,11274,479710,15,0.008,0.25
2026-09-04T03:26:34Z,2026-09-03T20:26:34,src,415620398,5294,0,0,0,0
2026-09-04T03:26:34Z,2026-09-03T20:26:34,data,310043556,6019,493430,47,0.008,0.78
2026-09-04T03:26:34Z,2026-09-03T20:26:34,.,725681987,11321,486360,47,0.008,0.78
2026-09-04T03:27:37Z,2026-09-03T20:27:37,src,415620398,5294,0,0,0,0
2026-09-04T03:27:37Z,2026-09-03T20:27:37,data,310518603,6029,475047,10,0.008,0.17
2026-09-04T03:27:37Z,2026-09-03T20:27:37,.,726152938,11331,470951,10,0.007,0.17
2026-09-04T03:28:40Z,2026-09-03T20:28:40,src,415620398,5294,0,0,0,0
2026-09-04T03:28:40Z,2026-09-03T20:28:40,data,310992325,6042,473722,13,0.008,0.22
2026-09-04T03:28:40Z,2026-09-03T20:28:40,.,726630756,11344,477818,13,0.008,0.22
2026-09-04T03:29:42Z,2026-09-03T20:29:42,src,415620398,5294,0,0,0,0
2026-09-04T03:29:42Z,2026-09-03T20:29:42,data,311455634,6059,463309,17,0.007,0.28
2026-09-04T03:29:42Z,2026-09-03T20:29:42,.,727089969,11361,459213,17,0.007,0.28
2026-09-04T03:30:45Z,2026-09-03T20:30:45,src,415620398,5294,0,0,0,0
2026-09-04T03:30:45Z,2026-09-03T20:30:45,data,311903854,6065,448220,6,0.007,0.1
2026-09-04T03:30:45Z,2026-09-03T20:30:45,.,727542285,11367,452316,6,0.007,0.1
2026-09-04T03:31:48Z,2026-09-03T20:31:48,src,415620398,5294,0,0,0,0
2026-09-04T03:31:48Z,2026-09-03T20:31:48,data,312406299,6084,502445,19,0.008,0.32
2026-09-04T03:31:48Z,2026-09-03T20:31:48,.,728044730,11386,502445,19,0.008,0.32
2026-09-04T03:32:51Z,2026-09-03T20:32:51,src,415620398,5294,0,0,0,0
2026-09-04T03:32:51Z,2026-09-03T20:32:51,data,312981009,6120,574710,36,0.009,0.6
2026-09-04T03:32:51Z,2026-09-03T20:32:51,.,728626288,11424,581558,38,0.009,0.63
2026-09-04T03:33:54Z,2026-09-03T20:33:54,src,415620398,5294,0,0,0,0
2026-09-04T03:33:54Z,2026-09-03T20:33:54,data,313483523,6127,502514,7,0.008,0.12
2026-09-04T03:33:54Z,2026-09-03T20:33:54,.,729126050,11429,499762,5,0.008,0.08
2026-09-04T03:34:56Z,2026-09-03T20:34:56,src,415620398,5294,0,0,0,0
2026-09-04T03:34:56Z,2026-09-03T20:34:56,data,314004126,6129,520603,2,0.008,0.03
2026-09-04T03:34:56Z,2026-09-03T20:34:56,.,729646653,11431,520603,2,0.008,0.03
2026-09-04T03:35:59Z,2026-09-03T20:35:59,src,415620398,5294,0,0,0,0
2026-09-04T03:35:59Z,2026-09-03T20:35:59,data,314500571,6129,496445,0,0.008,0
2026-09-04T03:35:59Z,2026-09-03T20:35:59,.,730144103,11431,497450,0,0.008,0
2026-09-04T03:37:02Z,2026-09-03T20:37:02,src,415620398,5294,0,0,0,0
2026-09-04T03:37:02Z,2026-09-03T20:37:02,data,315013611,6134,513040,5,0.008,0.08
2026-09-04T03:37:02Z,2026-09-03T20:37:02,.,730660754,11436,516651,5,0.008,0.08
2026-09-04T03:38:05Z,2026-09-03T20:38:05,src,415620398,5294,0,0,0,0
2026-09-04T03:38:05Z,2026-09-03T20:38:05,data,315426369,6140,412758,6,0.007,0.1
2026-09-04T03:38:05Z,2026-09-03T20:38:05,.,731060704,11442,399950,6,0.006,0.1
2026-09-04T03:39:08Z,2026-09-03T20:39:08,src,415620398,5294,0,0,0,0
2026-09-04T03:39:08Z,2026-09-03T20:39:08,data,315894452,6151,468083,11,0.007,0.18
2026-09-04T03:39:08Z,2026-09-03T20:39:08,.,731532883,11453,472179,11,0.008,0.18
2026-09-04T03:40:11Z,2026-09-03T20:40:11,src,415620398,5294,0,0,0,0
2026-09-04T03:40:11Z,2026-09-03T20:40:11,data,316421696,6156,527244,5,0.008,0.08
2026-09-04T03:40:11Z,2026-09-03T20:40:11,.,732064223,11458,531340,5,0.008,0.08
2026-09-04T03:41:13Z,2026-09-03T20:41:13,src,415620398,5294,0,0,0,0
2026-09-04T03:41:13Z,2026-09-03T20:41:13,data,316936792,6159,515096,3,0.008,0.05
2026-09-04T03:41:13Z,2026-09-03T20:41:13,.,732575223,11461,511000,3,0.008,0.05
2026-09-04T03:42:16Z,2026-09-03T20:42:16,src,415620398,5294,0,0,0,0
2026-09-04T03:42:16Z,2026-09-03T20:42:16,data,317408946,6177,472154,18,0.008,0.3
2026-09-04T03:42:16Z,2026-09-03T20:42:16,.,733043281,11479,468058,18,0.007,0.3
2026-09-04T03:43:19Z,2026-09-03T20:43:19,src,415620398,5294,0,0,0,0
2026-09-04T03:43:19Z,2026-09-03T20:43:19,data,317901577,6179,492631,2,0.008,0.03
2026-09-04T03:43:19Z,2026-09-03T20:43:19,.,733540008,11481,496727,2,0.008,0.03
2026-09-04T03:44:22Z,2026-09-03T20:44:22,src,415620398,5294,0,0,0,0
2026-09-04T03:44:22Z,2026-09-03T20:44:22,data,318439272,6181,537695,2,0.009,0.03
2026-09-04T03:44:22Z,2026-09-03T20:44:22,.,734081799,11483,541791,2,0.009,0.03
2026-09-04T03:45:25Z,2026-09-03T20:45:25,src,415620398,5294,0,0,0,0
2026-09-04T03:45:25Z,2026-09-03T20:45:25,data,318949370,6184,510098,3,0.008,0.05
2026-09-04T03:45:25Z,2026-09-03T20:45:25,.,734591897,11486,510098,3,0.008,0.05
2026-09-04T03:46:28Z,2026-09-03T20:46:28,src,415620398,5294,0,0,0,0
2026-09-04T03:46:28Z,2026-09-03T20:46:28,data,319427917,6186,478547,2,0.008,0.03
2026-09-04T03:46:28Z,2026-09-03T20:46:28,.,735070444,11488,478547,2,0.008,0.03
2026-09-04T03:47:31Z,2026-09-03T20:47:31,src,415620398,5294,0,0,0,0
2026-09-04T03:47:31Z,2026-09-03T20:47:31,data,320003217,6186,575300,0,0.009,0
2026-09-04T03:47:31Z,2026-09-03T20:47:31,.,735641648,11488,571204,0,0.009,0
2026-09-04T03:48:34Z,2026-09-03T20:48:34,src,415620398,5294,0,0,0,0
2026-09-04T03:48:34Z,2026-09-03T20:48:34,data,320493374,6190,490157,4,0.008,0.07
2026-09-04T03:48:34Z,2026-09-03T20:48:34,.,736135901,11492,494253,4,0.008,0.07
2026-09-04T03:49:36Z,2026-09-03T20:49:36,src,415620398,5294,0,0,0,0
2026-09-04T03:49:36Z,2026-09-03T20:49:36,data,321038104,6190,544730,0,0.009,0
2026-09-04T03:49:36Z,2026-09-03T20:49:36,.,736684493,11492,548592,0,0.009,0
